id,depart,departLane,departPos,departSpeed,departDelay,arrival,arrivalLane,arrivalPos,arrivalSpeed,duration,routeLength,waitingTime,waitingCount,stopTime,timeLoss,rerouteNo,devices,vType,speedFactor,vaporized
988,988.00,2to1_0,5.10,0.00,0.00,1082.00,1to4_1,489.60,14.63,94.00,983.13,10.00,1,0.00,25.73,0,tripinfo_988 routing_988,DEFAULT_VEHTYPE,0.98,
473,478.00,3to1_0,5.10,0.00,5.00,1085.00,1to4_1,489.60,11.12,607.00,993.46,351.00,16,0.00,541.39,0,tripinfo_473 routing_473,DEFAULT_VEHTYPE,1.02,
756,756.00,3to1_0,5.10,0.00,0.00,1085.00,1to4_0,489.60,13.87,329.00,993.46,188.00,5,0.00,256.33,0,tripinfo_756 routing_756,DEFAULT_VEHTYPE,0.93,
806,809.00,3to1_0,5.10,0.00,3.00,1087.00,1to4_0,489.60,14.64,278.00,993.46,153.00,3,0.00,211.13,0,tripinfo_806 routing_806,DEFAULT_VEHTYPE,1.01,
866,867.00,3to1_0,5.10,0.00,1.00,1087.00,1to2_0,489.60,14.36,220.00,994.90,125.00,2,0.00,152.45,0,tripinfo_866 routing_866,DEFAULT_VEHTYPE,0.98,
869,872.00,3to1_0,5.10,0.00,3.00,1090.00,1to5_0,489.60,14.50,218.00,983.13,123.00,2,0.00,151.45,0,tripinfo_869 routing_869,DEFAULT_VEHTYPE,1.01,
476,481.00,3to1_0,5.10,0.00,5.00,1091.00,1to3_0,489.60,13.85,610.00,978.78,351.00,13,0.00,541.83,0,tripinfo_476 routing_476,DEFAULT_VEHTYPE,0.98,
858,859.00,3to1_0,5.10,0.00,1.00,1092.00,1to2_0,489.60,12.35,233.00,994.90,128.00,2,0.00,153.78,0,tripinfo_858 routing_858,DEFAULT_VEHTYPE,0.84,
700,700.00,3to1_0,5.10,0.00,0.00,1093.00,1to3_0,489.60,13.94,393.00,978.78,209.00,8,0.00,327.00,0,tripinfo_700 routing_700,DEFAULT_VEHTYPE,1.00,
1012,1013.00,2to1_0,5.10,0.00,1.00,1094.00,1to4_0,489.60,16.27,81.00,983.13,0.00,0,0.00,20.78,0,tripinfo_1012 routing_1012,DEFAULT_VEHTYPE,1.12,
913,913.00,3to1_0,5.10,0.00,0.00,1096.00,1to2_0,489.60,14.64,183.00,994.90,88.00,2,0.00,120.47,0,tripinfo_913 routing_913,DEFAULT_VEHTYPE,1.06,
1017,1017.00,2to1_0,5.10,0.00,0.00,1096.00,1to3_0,489.60,16.42,79.00,994.90,0.00,0,0.00,17.81,0,tripinfo_1017 routing_1017,DEFAULT_VEHTYPE,1.10,
901,901.00,3to1_0,5.10,0.00,0.00,1097.00,1to5_0,489.60,13.70,196.00,983.13,93.00,2,0.00,127.65,0,tripinfo_901 routing_901,DEFAULT_VEHTYPE,0.97,
773,773.00,3to1_0,5.10,0.00,0.00,1102.00,1to3_0,489.60,16.37,329.00,978.78,182.00,6,0.00,270.52,0,tripinfo_773 routing_773,DEFAULT_VEHTYPE,1.14,
898,898.00,3to1_0,5.10,0.00,0.00,1102.00,1to5_0,489.60,12.10,204.00,983.13,93.00,2,0.00,121.39,0,tripinfo_898 routing_898,DEFAULT_VEHTYPE,0.81,
924,924.00,3to1_0,5.10,0.00,0.00,1104.00,1to5_0,489.60,14.14,180.00,983.13,78.00,2,0.00,111.32,0,tripinfo_924 routing_924,DEFAULT_VEHTYPE,0.97,
1007,1010.00,2to1_0,5.10,0.00,3.00,1105.00,1to4_0,489.60,11.33,95.00,983.13,0.00,0,0.00,9.19,0,tripinfo_1007 routing_1007,DEFAULT_VEHTYPE,0.78,
479,487.00,3to1_0,5.10,0.00,8.00,1106.00,1to3_0,489.60,13.74,619.00,978.78,355.00,14,0.00,548.24,0,tripinfo_479 routing_479,DEFAULT_VEHTYPE,0.94,
478,484.00,3to1_0,5.10,0.00,6.00,1107.00,1to4_0,489.60,12.07,623.00,993.46,353.00,13,0.00,546.32,0,tripinfo_478 routing_478,DEFAULT_VEHTYPE,0.88,
1032,1035.00,2to1_0,5.10,0.00,3.00,1107.00,1to4_1,489.60,14.99,72.00,983.13,0.00,0,0.00,7.92,0,tripinfo_1032 routing_1032,DEFAULT_VEHTYPE,1.05,
915,916.00,3to1_0,5.10,0.00,1.00,1108.00,1to2_0,489.60,11.24,192.00,994.90,84.00,2,0.00,110.75,0,tripinfo_915 routing_915,DEFAULT_VEHTYPE,0.82,
772,773.00,2to1_0,5.10,0.00,1.00,1109.00,1to5_0,489.60,12.64,336.00,993.46,154.00,7,0.00,260.15,0,tripinfo_772 routing_772,DEFAULT_VEHTYPE,0.89,
480,490.00,3to1_0,5.10,0.00,10.00,1110.00,1to3_0,489.60,14.50,620.00,978.78,360.00,13,0.00,554.90,0,tripinfo_480 routing_480,DEFAULT_VEHTYPE,1.03,
485,499.00,3to1_0,5.10,0.00,14.00,1111.00,1to3_1,489.60,15.63,612.00,978.78,351.00,12,0.00,550.65,0,tripinfo_485 routing_485,DEFAULT_VEHTYPE,1.08,
932,932.00,3to1_0,5.10,0.00,0.00,1111.00,1to2_0,489.60,12.50,179.00,994.90,69.00,2,0.00,106.65,0,tripinfo_932 routing_932,DEFAULT_VEHTYPE,0.92,
893,893.00,2to1_0,5.10,0.00,0.00,1112.00,1to5_0,489.60,14.25,219.00,993.46,101.00,4,0.00,149.99,0,tripinfo_893 routing_893,DEFAULT_VEHTYPE,0.97,
903,906.00,2to1_0,5.10,0.00,3.00,1113.00,1to5_1,489.60,14.89,207.00,993.46,94.00,3,0.00,142.15,0,tripinfo_903 routing_903,DEFAULT_VEHTYPE,1.04,
680,682.00,5to1_0,5.10,0.00,2.00,1117.00,1to5_0,489.60,14.49,435.00,978.78,251.00,7,0.00,369.74,0,tripinfo_680 routing_680,DEFAULT_VEHTYPE,1.02,
855,855.00,4to1_0,5.10,0.00,0.00,1119.00,1to5_1,489.60,14.67,264.00,994.90,162.00,3,0.00,199.44,0,tripinfo_855 routing_855,DEFAULT_VEHTYPE,1.03,
991,991.00,5to1_0,5.10,0.00,0.00,1119.00,1to2_0,489.60,14.53,128.00,983.13,53.00,1,0.00,63.86,0,tripinfo_991 routing_991,DEFAULT_VEHTYPE,1.03,
891,891.00,4to1_0,5.10,0.00,0.00,1121.00,1to3_0,489.60,15.39,230.00,983.13,133.00,3,0.00,166.22,0,tripinfo_891 routing_891,DEFAULT_VEHTYPE,1.05,
907,907.00,4to1_0,5.10,0.00,0.00,1121.00,1to5_1,489.60,17.34,214.00,994.90,115.00,3,0.00,158.60,0,tripinfo_907 routing_907,DEFAULT_VEHTYPE,1.21,
570,582.00,4to1_0,5.10,0.00,12.00,1128.00,1to4_0,489.60,17.82,546.00,978.78,267.00,6,0.00,492.26,0,tripinfo_570 routing_570,DEFAULT_VEHTYPE,1.24,
842,842.00,4to1_0,5.10,0.00,0.00,1128.00,1to5_0,489.60,10.77,286.00,994.90,163.00,3,0.00,201.21,0,tripinfo_842 routing_842,DEFAULT_VEHTYPE,0.79,
554,561.00,4to1_0,5.10,0.00,7.00,1129.00,1to2_0,489.60,13.08,568.00,993.46,287.00,8,0.00,493.08,0,tripinfo_554 routing_554,DEFAULT_VEHTYPE,0.90,
925,925.00,4to1_0,5.10,0.00,0.00,1129.00,1to3_0,489.60,13.39,204.00,983.13,109.00,2,0.00,135.73,0,tripinfo_925 routing_925,DEFAULT_VEHTYPE,0.97,
958,958.00,4to1_0,5.10,0.00,0.00,1129.00,1to5_1,489.60,17.15,171.00,994.90,84.00,2,0.00,114.30,0,tripinfo_958 routing_958,DEFAULT_VEHTYPE,1.17,
649,656.00,4to1_0,5.10,0.00,7.00,1131.00,1to2_0,489.60,11.47,475.00,993.46,243.00,8,0.00,391.95,0,tripinfo_649 routing_649,DEFAULT_VEHTYPE,0.81,
690,690.00,4to1_0,5.10,0.00,0.00,1131.00,1to2_1,489.60,12.59,441.00,993.46,224.00,6,0.00,366.13,0,tripinfo_690 routing_690,DEFAULT_VEHTYPE,0.90,
941,941.00,4to1_0,5.10,0.00,0.00,1131.00,1to5_0,489.60,14.82,190.00,994.90,96.00,2,0.00,122.95,0,tripinfo_941 routing_941,DEFAULT_VEHTYPE,1.00,
563,570.00,4to1_0,5.10,0.00,7.00,1133.00,1to2_0,489.60,14.34,563.00,993.46,280.00,7,0.00,495.09,0,tripinfo_563 routing_563,DEFAULT_VEHTYPE,1.00,
584,591.00,4to1_0,5.10,0.00,7.00,1133.00,1to2_1,489.60,16.53,542.00,993.46,268.00,7,0.00,482.27,0,tripinfo_584 routing_584,DEFAULT_VEHTYPE,1.12,
954,954.00,4to1_0,5.10,0.00,0.00,1133.00,1to5_0,489.60,14.59,179.00,994.90,85.00,2,0.00,110.59,0,tripinfo_954 routing_954,DEFAULT_VEHTYPE,0.98,
961,964.00,4to1_0,5.10,0.00,3.00,1134.00,1to5_1,489.60,15.94,170.00,994.90,80.00,2,0.00,107.34,0,tripinfo_961 routing_961,DEFAULT_VEHTYPE,1.07,
564,573.00,4to1_0,5.10,0.00,9.00,1140.00,1to2_0,489.60,12.45,567.00,993.46,278.00,7,0.00,485.58,0,tripinfo_564 routing_564,DEFAULT_VEHTYPE,0.83,
968,970.00,4to1_0,5.10,0.00,2.00,1140.00,1to3_0,489.60,14.77,170.00,983.13,74.00,2,0.00,102.19,0,tripinfo_968 routing_968,DEFAULT_VEHTYPE,0.99,
615,618.00,4to1_0,5.10,0.00,3.00,1141.00,1to4_0,489.60,14.07,523.00,978.78,265.00,7,0.00,456.14,0,tripinfo_615 routing_615,DEFAULT_VEHTYPE,1.00,
975,975.00,4to1_0,5.10,0.00,0.00,1143.00,1to3_0,489.60,13.85,168.00,983.13,68.00,2,0.00,98.08,0,tripinfo_975 routing_975,DEFAULT_VEHTYPE,0.96,
624,624.00,4to1_0,5.10,0.00,0.00,1144.00,1to2_0,489.60,16.21,520.00,993.46,270.00,7,0.00,458.73,0,tripinfo_624 routing_624,DEFAULT_VEHTYPE,1.10,
792,792.00,4to1_0,5.10,0.00,0.00,1145.00,1to4_0,489.60,14.09,353.00,978.78,182.00,6,0.00,284.77,0,tripinfo_792 routing_792,DEFAULT_VEHTYPE,0.99,
986,986.00,4to1_0,5.10,0.00,0.00,1145.00,1to3_1,489.60,7.64,159.00,983.13,60.00,2,0.00,93.08,0,tripinfo_986 routing_986,DEFAULT_VEHTYPE,1.01,
1016,1016.00,4to1_0,5.10,0.00,0.00,1146.00,1to5_0,489.60,14.50,130.00,994.90,42.00,1,0.00,62.55,0,tripinfo_1016 routing_1016,DEFAULT_VEHTYPE,0.99,
1022,1023.00,4to1_0,5.10,0.00,1.00,1148.00,1to5_0,489.60,14.35,125.00,994.90,36.00,1,0.00,57.44,0,tripinfo_1022 routing_1022,DEFAULT_VEHTYPE,0.99,
748,755.00,5to1_0,5.10,0.00,7.00,1149.00,1to3_1,489.60,15.70,394.00,993.46,214.00,7,0.00,333.82,0,tripinfo_748 routing_748,DEFAULT_VEHTYPE,1.12,
637,638.00,4to1_0,5.10,0.00,1.00,1150.00,1to4_0,489.60,13.89,512.00,978.78,259.00,7,0.00,445.22,0,tripinfo_637 routing_637,DEFAULT_VEHTYPE,0.99,
1044,1044.00,4to1_0,5.10,0.00,0.00,1151.00,1to3_0,489.60,13.92,107.00,983.13,17.00,1,0.00,40.02,0,tripinfo_1044 routing_1044,DEFAULT_VEHTYPE,0.99,
1045,1047.00,4to1_0,5.10,0.00,2.00,1151.00,1to3_1,489.60,17.20,104.00,983.13,16.00,1,0.00,49.18,0,tripinfo_1045 routing_1045,DEFAULT_VEHTYPE,1.22,
646,653.00,4to1_0,5.10,0.00,7.00,1153.00,1to4_0,489.60,14.78,500.00,978.78,245.00,6,0.00,436.04,0,tripinfo_646 routing_646,DEFAULT_VEHTYPE,1.04,
1053,1055.00,4to1_0,5.10,0.00,2.00,1155.00,1to5_1,489.60,14.56,100.00,994.90,12.00,1,0.00,36.65,0,tripinfo_1053 routing_1053,DEFAULT_VEHTYPE,1.05,
1049,1052.00,4to1_0,5.10,0.00,3.00,1157.00,1to5_0,489.60,14.14,105.00,994.90,11.00,1,0.00,34.31,0,tripinfo_1049 routing_1049,DEFAULT_VEHTYPE,0.95,
952,956.00,3to1_0,5.10,0.00,4.00,1159.00,1to5_0,489.60,16.31,203.00,983.13,113.00,3,0.00,144.49,0,tripinfo_952 routing_952,DEFAULT_VEHTYPE,1.14,
682,685.00,5to1_0,5.10,0.00,3.00,1162.00,1to3_0,489.60,13.25,477.00,993.46,277.00,11,0.00,407.19,0,tripinfo_682 routing_682,DEFAULT_VEHTYPE,0.97,
1038,1041.00,2to1_0,5.10,0.00,3.00,1162.00,1to3_1,489.60,16.18,121.00,994.90,42.00,2,0.00,60.24,0,tripinfo_1038 routing_1038,DEFAULT_VEHTYPE,1.10,
965,965.00,3to1_0,5.10,0.00,0.00,1164.00,1to2_0,489.60,15.21,199.00,994.90,104.00,3,0.00,135.16,0,tripinfo_965 routing_965,DEFAULT_VEHTYPE,1.05,
969,969.00,3to1_0,5.10,0.00,0.00,1164.00,1to2_1,489.60,15.76,195.00,994.90,100.00,3,0.00,134.28,0,tripinfo_969 routing_969,DEFAULT_VEHTYPE,1.09,
486,502.00,3to1_0,5.10,0.00,16.00,1165.00,1to3_1,489.60,17.36,663.00,978.78,393.00,13,0.00,609.46,0,tripinfo_486 routing_486,DEFAULT_VEHTYPE,1.24,
659,659.00,4to1_0,5.10,0.00,0.00,1165.00,1to4_0,489.60,11.74,506.00,978.78,233.00,7,0.00,425.18,0,tripinfo_659 routing_659,DEFAULT_VEHTYPE,0.83,
790,790.00,3to1_0,5.10,0.00,0.00,1166.00,1to3_0,489.60,14.45,376.00,978.78,228.00,5,0.00,307.89,0,tripinfo_790 routing_790,DEFAULT_VEHTYPE,0.97,
1058,1059.00,2to1_0,5.10,0.00,1.00,1167.00,1to4_1,489.60,14.79,108.00,983.13,28.00,1,0.00,41.95,0,tripinfo_1058 routing_1058,DEFAULT_VEHTYPE,1.01,
1036,1038.00,2to1_0,5.10,0.00,2.00,1168.00,1to4_0,489.60,12.94,130.00,983.13,43.00,1,0.00,52.91,0,tripinfo_1036 routing_1036,DEFAULT_VEHTYPE,0.87,
1076,1076.00,2to1_0,5.10,0.00,0.00,1170.00,1to3_1,489.60,17.10,94.00,994.90,18.00,1,0.00,36.39,0,tripinfo_1076 routing_1076,DEFAULT_VEHTYPE,1.17,
1065,1065.00,2to1_0,5.10,0.00,0.00,1172.00,1to3_0,489.60,12.94,107.00,994.90,22.00,1,0.00,34.51,0,tripinfo_1065 routing_1065,DEFAULT_VEHTYPE,0.92,
805,805.00,2to1_0,5.10,0.00,0.00,1173.00,1to5_0,489.60,15.77,368.00,993.46,193.00,8,0.00,305.07,0,tripinfo_805 routing_805,DEFAULT_VEHTYPE,1.08,
1066,1068.00,2to1_0,5.10,0.00,2.00,1174.00,1to4_0,489.60,13.37,106.00,983.13,22.00,1,0.00,36.27,0,tripinfo_1066 routing_1066,DEFAULT_VEHTYPE,0.96,
824,826.00,2to1_0,5.10,0.00,2.00,1175.00,1to5_1,489.60,15.59,349.00,993.46,188.00,7,0.00,284.87,0,tripinfo_824 routing_824,DEFAULT_VEHTYPE,1.06,
1084,1085.00,2to1_0,5.10,0.00,1.00,1178.00,1to4_0,489.60,14.28,93.00,983.13,7.00,1,0.00,28.54,0,tripinfo_1084 routing_1084,DEFAULT_VEHTYPE,1.03,
834,836.00,2to1_0,5.10,0.00,2.00,1179.00,1to2_0,489.60,15.09,343.00,978.78,175.00,7,0.00,277.27,0,tripinfo_834 routing_834,DEFAULT_VEHTYPE,1.02,
1082,1082.00,2to1_0,5.10,0.00,0.00,1179.00,1to3_0,489.60,13.18,97.00,994.90,9.00,1,0.00,24.52,0,tripinfo_1082 routing_1082,DEFAULT_VEHTYPE,0.92,
778,778.00,2to1_0,5.10,0.00,0.00,1182.00,1to5_0,489.60,11.00,404.00,993.46,199.00,9,0.00,315.86,0,tripinfo_778 routing_778,DEFAULT_VEHTYPE,0.76,
836,842.00,2to1_0,5.10,0.00,6.00,1184.00,1to5_1,489.60,14.45,342.00,993.46,162.00,6,0.00,277.77,0,tripinfo_836 routing_836,DEFAULT_VEHTYPE,1.04,
487,505.00,3to1_0,5.10,0.00,18.00,1185.00,1to3_1,489.60,15.57,680.00,978.78,391.00,14,0.00,616.58,0,tripinfo_487 routing_487,DEFAULT_VEHTYPE,1.06,
811,818.00,3to1_0,5.10,0.00,7.00,1185.00,1to3_0,489.60,12.27,367.00,978.78,213.00,5,0.00,287.53,0,tripinfo_811 routing_811,DEFAULT_VEHTYPE,0.84,
1092,1094.00,2to1_0,5.10,0.00,2.00,1187.00,1to4_0,489.60,12.62,93.00,983.13,1.00,1,0.00,16.46,0,tripinfo_1092 routing_1092,DEFAULT_VEHTYPE,0.87,
977,977.00,3to1_0,5.10,0.00,0.00,1188.00,1to5_0,489.60,15.55,211.00,983.13,104.00,5,0.00,148.77,0,tripinfo_977 routing_977,DEFAULT_VEHTYPE,1.07,
984,986.00,3to1_0,5.10,0.00,2.00,1189.00,1to5_1,489.60,16.92,203.00,983.13,90.00,4,0.00,147.46,0,tripinfo_984 routing_984,DEFAULT_VEHTYPE,1.20,
1100,1103.00,2to1_0,5.10,0.00,3.00,1189.00,1to4_0,489.60,14.37,86.00,983.13,0.00,0,0.00,17.69,0,tripinfo_1100 routing_1100,DEFAULT_VEHTYPE,0.98,
1101,1106.00,2to1_0,5.10,0.00,5.00,1189.00,1to4_1,489.60,12.35,83.00,983.13,0.00,0,0.00,17.60,0,tripinfo_1101 routing_1101,DEFAULT_VEHTYPE,1.01,
835,839.00,2to1_0,5.10,0.00,4.00,1194.00,1to2_0,489.60,11.12,355.00,978.78,168.00,7,0.00,267.63,0,tripinfo_835 routing_835,DEFAULT_VEHTYPE,0.76,
980,980.00,3to1_0,5.10,0.00,0.00,1195.00,1to2_1,489.60,13.81,215.00,994.90,100.00,5,0.00,143.07,0,tripinfo_980 routing_980,DEFAULT_VEHTYPE,0.92,
1112,1118.00,2to1_0,5.10,0.00,6.00,1195.00,1to4_1,489.60,14.87,77.00,983.13,0.00,0,0.00,10.09,0,tripinfo_1112 routing_1112,DEFAULT_VEHTYPE,1.00,
863,864.00,2to1_0,5.10,0.00,1.00,1196.00,1to5_0,489.60,14.86,332.00,993.46,145.00,6,0.00,264.62,0,tripinfo_863 routing_863,DEFAULT_VEHTYPE,0.99,
1097,1097.00,2to1_0,5.10,0.00,0.00,1196.00,1to3_0,489.60,11.13,99.00,994.90,0.00,0,0.00,10.27,0,tripinfo_1097 routing_1097,DEFAULT_VEHTYPE,0.75,
1102,1109.00,2to1_0,5.10,0.00,7.00,1196.00,1to4_0,489.60,13.38,87.00,983.13,0.00,0,0.00,14.28,0,tripinfo_1102 routing_1102,DEFAULT_VEHTYPE,0.92,
1113,1121.00,2to1_0,5.10,0.00,8.00,1198.00,1to3_1,489.60,14.34,77.00,994.90,0.00,0,0.00,9.23,0,tripinfo_1113 routing_1113,DEFAULT_VEHTYPE,0.99,
846,848.00,2to1_0,5.10,0.00,2.00,1200.00,1to2_0,489.60,11.09,352.00,978.78,154.00,7,0.00,264.64,0,tripinfo_846 routing_846,DEFAULT_VEHTYPE,0.76,
1114,1124.00,2to1_0,5.10,0.00,10.00,1200.00,1to3_0,489.60,14.02,76.00,994.90,0.00,0,0.00,6.96,0,tripinfo_1114 routing_1114,DEFAULT_VEHTYPE,0.97,
868,868.00,2to1_0,5.10,0.00,0.00,1202.00,1to2_0,489.60,12.98,334.00,978.78,138.00,5,0.00,258.89,0,tripinfo_868 routing_868,DEFAULT_VEHTYPE,0.88,
1057,1058.00,4to1_0,5.10,0.00,1.00,1203.00,1to5_0,489.60,17.58,145.00,994.90,55.00,2,0.00,89.00,0,tripinfo_1057 routing_1057,DEFAULT_VEHTYPE,1.19,
870,871.00,2to1_0,5.10,0.00,1.00,1204.00,1to2_1,489.60,13.94,333.00,978.78,136.00,4,0.00,261.35,0,tripinfo_870 routing_870,DEFAULT_VEHTYPE,0.94,
789,789.00,3to1_0,5.10,0.00,0.00,1207.00,1to4_1,489.60,10.61,418.00,993.46,249.00,11,0.00,350.83,0,tripinfo_789 routing_789,DEFAULT_VEHTYPE,1.00,
1119,1127.00,2to1_0,5.10,0.00,8.00,1207.00,1to4_0,489.60,13.58,80.00,983.13,0.00,0,0.00,8.68,0,tripinfo_1119 routing_1119,DEFAULT_VEHTYPE,0.93,
997,997.00,5to1_0,5.10,0.00,0.00,1209.00,1to4_1,489.60,12.87,212.00,994.90,119.00,3,0.00,154.73,0,tripinfo_997 routing_997,DEFAULT_VEHTYPE,1.17,
663,663.00,4to1_0,5.10,0.00,0.00,1210.00,1to4_0,489.60,16.81,547.00,978.78,278.00,9,0.00,490.19,0,tripinfo_663 routing_663,DEFAULT_VEHTYPE,1.19,
807,808.00,5to1_0,5.10,0.00,1.00,1210.00,1to3_1,489.60,17.37,402.00,993.46,242.00,9,0.00,344.08,0,tripinfo_807 routing_807,DEFAULT_VEHTYPE,1.16,
1083,1084.00,4to1_0,5.10,0.00,1.00,1210.00,1to3_0,489.60,15.99,126.00,983.13,30.00,1,0.00,64.40,0,tripinfo_1083 routing_1083,DEFAULT_VEHTYPE,1.09,
992,994.00,5to1_0,5.10,0.00,2.00,1212.00,1to4_0,489.60,12.97,218.00,994.90,123.00,3,0.00,144.14,0,tripinfo_992 routing_992,DEFAULT_VEHTYPE,0.90,
1075,1077.00,4to1_0,5.10,0.00,2.00,1215.00,1to5_0,489.60,12.93,138.00,994.90,31.00,1,0.00,61.93,0,tripinfo_1075 routing_1075,DEFAULT_VEHTYPE,0.88,
683,688.00,5to1_0,5.10,0.00,5.00,1217.00,1to5_0,489.60,13.74,529.00,978.78,326.00,13,0.00,460.21,0,tripinfo_683 routing_683,DEFAULT_VEHTYPE,0.97,
692,700.00,5to1_0,5.10,0.00,8.00,1217.00,1to5_1,489.60,16.09,517.00,978.78,312.00,12,0.00,455.23,0,tripinfo_692 routing_692,DEFAULT_VEHTYPE,1.09,
722,722.00,4to1_0,5.10,0.00,0.00,1221.00,1to2_0,489.60,12.02,499.00,993.46,267.00,9,0.00,421.32,0,tripinfo_722 routing_722,DEFAULT_VEHTYPE,0.87,
1085,1087.00,4to1_0,5.10,0.00,2.00,1222.00,1to5_0,489.60,14.76,135.00,994.90,31.00,1,0.00,70.56,0,tripinfo_1085 routing_1085,DEFAULT_VEHTYPE,1.04,
686,687.00,4to1_0,5.10,0.00,1.00,1223.00,1to2_0,489.60,12.97,536.00,993.46,275.00,8,0.00,459.68,0,tripinfo_686 routing_686,DEFAULT_VEHTYPE,0.89,
929,929.00,4to1_0,5.10,0.00,0.00,1223.00,1to2_1,489.60,13.17,294.00,993.46,121.00,4,0.00,224.15,0,tripinfo_929 routing_929,DEFAULT_VEHTYPE,0.96,
963,967.00,4to1_0,5.10,0.00,4.00,1224.00,1to4_1,489.60,18.26,257.00,978.78,101.00,3,0.00,202.42,0,tripinfo_963 routing_963,DEFAULT_VEHTYPE,1.23,
694,694.00,4to1_0,5.10,0.00,0.00,1225.00,1to2_0,489.60,13.98,531.00,993.46,265.00,10,0.00,460.68,0,tripinfo_694 routing_694,DEFAULT_VEHTYPE,0.95,
817,818.00,4to1_0,5.10,0.00,1.00,1225.00,1to4_0,489.60,15.55,407.00,978.78,190.00,8,0.00,343.66,0,tripinfo_817 routing_817,DEFAULT_VEHTYPE,1.05,
703,709.00,5to1_0,5.10,0.00,6.00,1227.00,1to5_0,489.60,14.14,518.00,978.78,302.00,13,0.00,450.33,0,tripinfo_703 routing_703,DEFAULT_VEHTYPE,0.98,
852,852.00,5to1_0,5.10,0.00,0.00,1231.00,1to3_0,489.60,13.83,379.00,993.46,205.00,8,0.00,308.24,0,tripinfo_852 routing_852,DEFAULT_VEHTYPE,0.96,
844,845.00,4to1_0,5.10,0.00,1.00,1235.00,1to4_0,489.60,13.82,390.00,978.78,185.00,6,0.00,321.34,0,tripinfo_844 routing_844,DEFAULT_VEHTYPE,0.97,
862,862.00,4to1_0,5.10,0.00,0.00,1235.00,1to4_1,489.60,14.95,373.00,978.78,180.00,5,0.00,309.93,0,tripinfo_862 routing_862,DEFAULT_VEHTYPE,1.07,
711,715.00,5to1_0,5.10,0.00,4.00,1237.00,1to5_1,489.60,16.85,522.00,978.78,298.00,11,0.00,463.02,0,tripinfo_711 routing_711,DEFAULT_VEHTYPE,1.14,
1001,1002.00,5to1_0,5.10,0.00,1.00,1238.00,1to2_0,489.60,12.80,236.00,983.13,138.00,1,0.00,164.49,0,tripinfo_1001 routing_1001,DEFAULT_VEHTYPE,0.94,
1087,1090.00,4to1_0,5.10,0.00,3.00,1239.00,1to5_0,489.60,12.61,149.00,994.90,35.00,1,0.00,69.70,0,tripinfo_1087 routing_1087,DEFAULT_VEHTYPE,0.84,
860,863.00,5to1_0,5.10,0.00,3.00,1240.00,1to3_0,489.60,13.10,377.00,993.46,201.00,9,0.00,303.72,0,tripinfo_860 routing_860,DEFAULT_VEHTYPE,0.92,
910,910.00,5to1_0,5.10,0.00,0.00,1240.00,1to3_1,489.60,15.38,330.00,993.46,182.00,6,0.00,268.49,0,tripinfo_910 routing_910,DEFAULT_VEHTYPE,1.09,
894,900.00,5to1_0,5.10,0.00,6.00,1242.00,1to3_1,489.60,15.23,342.00,993.46,184.00,5,0.00,279.88,0,tripinfo_894 routing_894,DEFAULT_VEHTYPE,1.08,
709,712.00,5to1_0,5.10,0.00,3.00,1243.00,1to5_0,489.60,10.62,531.00,978.78,304.00,10,0.00,446.84,0,tripinfo_709 routing_709,DEFAULT_VEHTYPE,0.79,
871,871.00,4to1_0,5.10,0.00,0.00,1243.00,1to4_0,489.60,14.45,372.00,978.78,181.00,4,0.00,306.21,0,tripinfo_871 routing_871,DEFAULT_VEHTYPE,1.01,
1006,1006.00,4to1_0,5.10,0.00,0.00,1244.00,1to2_0,489.60,12.59,238.00,993.46,96.00,3,0.00,163.23,0,tripinfo_1006 routing_1006,DEFAULT_VEHTYPE,0.90,
707,707.00,4to1_0,5.10,0.00,0.00,1246.00,1to2_1,489.60,14.04,539.00,993.46,287.00,12,0.00,471.49,0,tripinfo_707 routing_707,DEFAULT_VEHTYPE,0.99,
713,718.00,5to1_0,5.10,0.00,5.00,1246.00,1to5_0,489.60,15.40,528.00,978.78,302.00,16,0.00,466.62,0,tripinfo_713 routing_713,DEFAULT_VEHTYPE,1.08,
1010,1010.00,5to1_0,5.10,0.00,0.00,1246.00,1to2_0,489.60,14.66,236.00,983.13,136.00,1,0.00,171.34,0,tripinfo_1010 routing_1010,DEFAULT_VEHTYPE,1.03,
875,877.00,2to1_0,5.10,0.00,2.00,1249.00,1to2_1,489.60,15.82,372.00,978.78,179.00,5,0.00,312.73,0,tripinfo_875 routing_875,DEFAULT_VEHTYPE,1.12,
1003,1003.00,4to1_0,5.10,0.00,0.00,1249.00,1to2_0,489.60,13.89,246.00,993.46,99.00,2,0.00,177.54,0,tripinfo_1003 routing_1003,DEFAULT_VEHTYPE,0.99,
1127,1133.00,2to1_0,5.10,0.00,6.00,1251.00,1to3_0,489.60,15.76,118.00,994.90,43.00,1,0.00,54.93,0,tripinfo_1127 routing_1127,DEFAULT_VEHTYPE,1.06,
492,508.00,3to1_0,5.10,0.00,16.00,1252.00,1to4_0,489.60,17.08,744.00,993.46,453.00,16,0.00,685.97,0,tripinfo_492 routing_492,DEFAULT_VEHTYPE,1.16,
699,699.00,3to1_0,5.10,0.00,0.00,1255.00,1to3_0,489.60,15.49,556.00,978.78,370.00,11,0.00,495.16,0,tripinfo_699 routing_699,DEFAULT_VEHTYPE,1.10,
